"league_id","season","resultado","formLocal","formVisita"
1729,"2009/2010","V","4-5-1","4-4-2"
1729,"2009/2010","V","4-3-3","4-5-1"
1729,"2009/2010","L","4-4-2","4-2-3-1"
1729,"2009/2010","V","4-4-2","4-1-4-1"
1729,"2009/2010","L","4-1-3-2","4-2-3-1"
1729,"2009/2010","L","4-2-3-1","4-5-1"
1729,"2009/2010","V","4-4-2","4-4-2"
1729,"2009/2010","V","4-4-2","4-4-2"
1729,"2009/2010","V","4-5-1","4-3-3"
1729,"2009/2010","L","4-4-2","4-5-1"
1729,"2009/2010","L","4-2-3-1","4-4-2"
1729,"2009/2010","E","4-4-2","4-5-1"
1729,"2009/2010","L","4-5-1","4-4-2"
1729,"2009/2010","V","4-1-4-1","4-5-1"
1729,"2009/2010","V","4-4-2","4-4-2"
1729,"2009/2010","L","4-3-3","4-5-1"
1729,"2009/2010","V","4-2-3-1","4-5-1"
1729,"2009/2010","L","4-4-2","4-4-2"
1729,"2009/2010","V","4-5-1","4-4-2"
1729,"2009/2010","L","4-4-2","4-5-1"
1729,"2009/2010","V","4-4-2","4-1-3-2"
1729,"2009/2010","E","4-4-2","4-4-2"
1729,"2009/2010","L","4-5-1","4-5-1"
1729,"2009/2010","L","4-4-2","4-5-1"
1729,"2009/2010","V","4-5-1","4-4-2"
1729,"2009/2010","L","4-4-2","4-5-1"
1729,"2009/2010","E","4-4-2","4-5-1"
1729,"2009/2010","E","4-4-2","4-4-2"
1729,"2009/2010","L","4-4-2","4-5-1"
1729,"2009/2010","L","4-2-3-1","4-5-1"
1729,"2009/2010","V","4-4-2","4-4-2"
1729,"2009/2010","E","4-4-2","4-5-1"
1729,"2009/2010","L","4-4-2","4-5-1"
1729,"2009/2010","V","4-4-2","4-5-1"
1729,"2009/2010","L","4-3-3","4-5-1"
1729,"2009/2010","L","4-5-1","4-1-3-2"
1729,"2009/2010","L","4-4-2","4-4-2"
1729,"2009/2010","L","4-2-3-1","4-4-2"
1729,"2009/2010","E","4-4-2","4-5-1"
1729,"2009/2010","E","4-2-3-1","4-1-3-2"
1729,"2009/2010","L","4-5-1","4-4-2"
1729,"2009/2010","L","4-5-1","4-4-2"
1729,"2009/2010","V","4-5-1","4-4-2"
1729,"2009/2010","L","4-2-3-1","4-5-1"
1729,"2009/2010","V","4-4-2","4-4-2"
1729,"2009/2010","L","4-5-1","4-5-1"
1729,"2009/2010","L","4-5-1","4-5-1"
1729,"2009/2010","L","4-4-2","4-5-1"
1729,"2009/2010","V","4-4-2","4-4-2"
1729,"2009/2010","V","4-4-2","4-4-2"
1729,"2009/2010","E","4-5-1","4-5-1"
1729,"2009/2010","L","4-4-2","4-5-1"
1729,"2009/2010","L","4-3-3","4-5-1"
1729,"2009/2010","V","4-1-3-2","4-2-3-1"
1729,"2009/2010","E","4-4-2","4-2-3-1"
1729,"2009/2010","L","4-4-2","4-4-2"
1729,"2009/2010","L","4-4-2","4-4-2"
1729,"2009/2010","E","4-1-3-2","4-5-1"
1729,"2009/2010","V","4-5-1","4-5-1"
1729,"2009/2010","L","4-5-1","4-5-1"
1729,"2009/2010","E","4-5-1","4-4-2"
1729,"2009/2010","V","4-4-2","4-4-2"
1729,"2009/2010","E","4-4-2","4-4-2"
1729,"2009/2010","L","4-3-3","4-5-1"
1729,"2009/2010","L","4-4-2","4-4-2"
1729,"2009/2010","E","4-5-1","4-4-2"
1729,"2009/2010","E","4-3-3","4-3-3"
1729,"2009/2010","L","4-4-2","4-3-3"
1729,"2009/2010","L","4-4-2","4-4-2"
1729,"2009/2010","E","4-2-3-1","4-5-1"
1729,"2009/2010","V","4-4-2","4-5-1"
1729,"2009/2010","L","4-3-3","4-5-1"
1729,"2009/2010","E","4-2-3-1","4-4-2"
1729,"2009/2010","E","4-4-2","4-5-1"
1729,"2009/2010","L","4-3-3","4-3-3"
1729,"2009/2010","L","4-4-2","4-3-3"
1729,"2009/2010","L","4-4-2","4-4-2"
1729,"2009/2010","V","4-4-2","4-5-1"
1729,"2009/2010","V","4-4-2","4-4-2"
1729,"2009/2010","L","4-4-2","4-4-2"
1729,"2009/2010","E","4-4-2","4-5-1"
1729,"2009/2010","V","4-2-3-1","4-5-1"
1729,"2009/2010","E","4-4-2","4-5-1"
1729,"2009/2010","V","4-4-2","4-5-1"
1729,"2009/2010","L","4-5-1","4-4-2"
1729,"2009/2010","V","4-4-2","4-4-2"
1729,"2009/2010","E","4-1-4-1","4-4-2"
1729,"2009/2010","L","4-4-2","4-5-1"
1729,"2009/2010","L","4-2-3-1","4-4-2"
1729,"2009/2010","L","4-3-3","4-4-2"
1729,"2009/2010","V","4-3-3","4-2-3-1"
1729,"2009/2010","E","4-4-2","4-5-1"
1729,"2009/2010","L","4-4-2","4-5-1"
1729,"2009/2010","E","4-2-3-1","4-3-2-1"
1729,"2009/2010","E","4-2-3-1","4-4-2"
1729,"2009/2010","L","4-4-2","4-4-2"
1729,"2009/2010","V","4-4-2","4-4-2"
1729,"2009/2010","E","4-4-2","4-5-1"
1729,"2009/2010","L","4-5-1","4-1-4-1"
1729,"2009/2010","L","4-4-2","4-4-2"
1729,"2009/2010","L","4-4-2","4-3-3"
1729,"2009/2010","L","4-5-1","4-2-3-1"
1729,"2009/2010","L","4-4-2","4-4-2"
1729,"2009/2010","V","4-2-3-1","4-3-3"
1729,"2009/2010","L","4-4-2","4-4-2"
1729,"2009/2010","L","4-4-2","4-5-1"
1729,"2009/2010","L","4-3-3","4-1-4-1"
1729,"2009/2010","L","4-4-2","4-4-2"
1729,"2009/2010","L","4-4-2","4-4-2"
1729,"2009/2010","V","4-4-2","4-5-1"
1729,"2009/2010","L","4-2-3-1","4-4-2"
1729,"2009/2010","L","4-4-2","4-4-2"
1729,"2009/2010","E","4-4-2","4-2-3-1"
1729,"2009/2010","L","4-5-1","4-5-1"
1729,"2009/2010","L","4-4-2","4-5-1"
1729,"2009/2010","L","4-5-1","4-4-2"
1729,"2009/2010","L","4-5-1","4-3-2-1"
1729,"2009/2010","E","4-4-2","4-5-1"
1729,"2009/2010","E","4-2-3-1","4-3-2-1"
1729,"2009/2010","V","4-5-1","4-2-3-1"
1729,"2009/2010","V","4-3-3","4-3-3"
1729,"2009/2010","L","4-4-2","4-4-2"
1729,"2009/2010","L","4-1-3-2","4-1-4-1"
1729,"2009/2010","L","4-2-3-1","4-1-4-1"
1729,"2009/2010","L","4-4-2","4-5-1"
1729,"2009/2010","V","4-4-2","4-4-2"
1729,"2009/2010","L","4-4-2","4-5-1"
1729,"2009/2010","L","4-5-1","4-4-2"
1729,"2009/2010","L","4-4-2","4-5-1"
1729,"2009/2010","V","4-3-3","4-1-4-1"
1729,"2009/2010","V","4-4-2","4-5-1"
1729,"2009/2010","V","5-3-2","4-2-3-1"
1729,"2009/2010","L","4-5-1","4-4-2"
1729,"2009/2010","L","4-4-2","4-5-1"
1729,"2009/2010","L","4-5-1","4-2-3-1"
1729,"2009/2010","V","4-3-3","4-2-3-1"
1729,"2009/2010","L","4-4-2","4-1-4-1"
1729,"2009/2010","L","4-5-1","4-2-3-1"
1729,"2009/2010","L","4-4-2","4-4-2"
1729,"2009/2010","E","4-5-1","4-4-2"
1729,"2009/2010","V","4-4-2","4-5-1"
1729,"2009/2010","L","4-4-2","4-4-2"
1729,"2009/2010","L","4-4-2","4-3-3"
1729,"2009/2010","L","4-2-3-1","4-5-1"
1729,"2009/2010","L","4-4-2","4-1-3-2"
1729,"2009/2010","L","4-4-2","4-4-2"
1729,"2009/2010","V","4-5-1","4-4-2"
1729,"2009/2010","V","4-1-3-2","4-5-1"
1729,"2009/2010","L","4-4-2","4-5-1"
1729,"2009/2010","V","4-4-2","4-2-3-1"
1729,"2009/2010","L","4-2-3-1","4-4-2"
1729,"2009/2010","V","4-5-1","4-4-2"
1729,"2009/2010","E","4-4-2","4-4-2"
1729,"2009/2010","V","4-4-2","4-5-1"
1729,"2009/2010","E","4-5-1","4-4-2"
1729,"2009/2010","E","4-5-1","4-4-2"
1729,"2009/2010","L","4-1-3-2","4-5-1"
1729,"2009/2010","L","4-4-2","4-5-1"
1729,"2009/2010","E","4-5-1","4-4-2"
1729,"2009/2010","L","4-5-1","4-2-3-1"
1729,"2009/2010","E","4-1-3-2","4-5-1"
1729,"2009/2010","L","4-3-3","4-5-1"
1729,"2009/2010","L","4-4-2","4-5-1"
1729,"2009/2010","L","4-4-2","4-5-1"
1729,"2009/2010","L","4-4-2","4-1-4-1"
1729,"2009/2010","E","4-5-1","4-4-2"
1729,"2009/2010","L","4-2-3-1","4-4-2"
1729,"2009/2010","L","4-1-3-2","4-1-3-2"
1729,"2009/2010","L","4-4-2","3-4-3"
1729,"2009/2010","E","4-3-2-1","4-4-2"
1729,"2009/2010","V","4-5-1","4-4-2"
1729,"2009/2010","L","4-3-3","4-5-1"
1729,"2010/2011","L","4-5-1","4-5-1"
1729,"2010/2011","L","4-5-1","4-5-1"
1729,"2010/2011","E","4-4-2","4-5-1"
1729,"2010/2011","L","4-3-3","4-5-1"
1729,"2010/2011","E","4-5-1","4-4-2"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","E","4-4-2","4-4-2"
1729,"2010/2011","E","4-4-2","4-4-2"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","V","4-2-3-1","4-3-3"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","L","4-2-3-1","4-1-4-1"
1729,"2010/2011","E","4-5-1","4-5-1"
1729,"2010/2011","L","4-5-1","4-4-2"
1729,"2010/2011","L","4-4-2","4-2-3-1"
1729,"2010/2011","L","4-5-1","4-5-1"
1729,"2010/2011","V","4-5-1","4-3-3"
1729,"2010/2011","L","4-5-1","4-4-2"
1729,"2010/2011","V","4-4-2","4-1-4-1"
1729,"2010/2011","L","4-5-1","4-5-1"
1729,"2010/2011","V","4-3-3","4-4-2"
1729,"2010/2011","L","4-4-2","4-3-3"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","L","4-1-4-1","4-5-1"
1729,"2010/2011","E","4-5-1","4-5-1"
1729,"2010/2011","E","4-4-2","4-3-3"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","E","4-3-3","4-5-1"
1729,"2010/2011","E","4-5-1","4-5-1"
1729,"2010/2011","E","4-4-2","4-5-1"
1729,"2010/2011","V","4-5-1","4-2-3-1"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","E","4-5-1","4-4-2"
1729,"2010/2011","E","4-5-1","4-4-2"
1729,"2010/2011","V","4-4-2","3-5-2"
1729,"2010/2011","E","4-3-2-1","4-3-3"
1729,"2010/2011","L","4-3-3","4-5-1"
1729,"2010/2011","L","4-4-2","5-4-1"
1729,"2010/2011","E","4-4-2","4-2-3-1"
1729,"2010/2011","E","4-5-1","4-4-2"
1729,"2010/2011","V","4-5-1","4-2-3-1"
1729,"2010/2011","E","4-4-2","4-4-2"
1729,"2010/2011","E","4-2-3-1","4-4-2"
1729,"2010/2011","V","4-4-2","4-4-2"
1729,"2010/2011","L","4-4-2","4-2-3-1"
1729,"2010/2011","L","4-5-1","4-5-1"
1729,"2010/2011","V","4-3-3","4-4-2"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","V","4-2-3-1","4-5-1"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","E","4-4-2","4-5-1"
1729,"2010/2011","L","4-5-1","4-5-1"
1729,"2010/2011","V","4-5-1","4-4-2"
1729,"2010/2011","L","4-4-2","4-2-3-1"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","V","4-5-1","4-4-2"
1729,"2010/2011","L","4-3-3","4-5-1"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","L","4-5-1","4-4-2"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","V","4-5-1","4-2-3-1"
1729,"2010/2011","V","4-4-2","4-5-1"
1729,"2010/2011","E","4-4-2","4-2-3-1"
1729,"2010/2011","L","4-5-1","4-4-2"
1729,"2010/2011","E","4-5-1","4-4-2"
1729,"2010/2011","E","4-4-2","4-3-3"
1729,"2010/2011","E","4-4-2","4-4-2"
1729,"2010/2011","L","4-3-3","4-5-1"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","L","4-3-3","4-4-2"
1729,"2010/2011","L","4-3-3","4-4-2"
1729,"2010/2011","L","4-1-4-1","4-4-2"
1729,"2010/2011","E","4-5-1","4-4-2"
1729,"2010/2011","L","4-5-1","4-4-2"
1729,"2010/2011","V","4-3-3","4-4-2"
1729,"2010/2011","E","4-5-1","4-4-2"
1729,"2010/2011","E","4-3-3","4-5-1"
1729,"2010/2011","L","4-5-1","4-5-1"
1729,"2010/2011","E","4-4-2","4-3-3"
1729,"2010/2011","V","4-4-2","4-2-3-1"
1729,"2010/2011","L","4-5-1","4-1-4-1"
1729,"2010/2011","E","4-5-1","4-5-1"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","E","4-5-1","4-4-2"
1729,"2010/2011","L","4-4-2","5-4-1"
1729,"2010/2011","V","4-4-2","4-3-3"
1729,"2010/2011","L","4-2-3-1","4-4-2"
1729,"2010/2011","L","4-5-1","4-4-2"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","V","4-5-1","4-5-1"
1729,"2010/2011","E","4-5-1","4-5-1"
1729,"2010/2011","V","4-4-2","4-4-2"
1729,"2010/2011","E","4-4-2","4-5-1"
1729,"2010/2011","L","4-3-3","4-4-2"
1729,"2010/2011","V","4-4-2","4-3-3"
1729,"2010/2011","L","4-3-3","4-4-2"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","L","4-2-3-1","4-3-3"
1729,"2010/2011","V","4-4-2","4-5-1"
1729,"2010/2011","E","4-4-2","4-5-1"
1729,"2010/2011","V","4-4-2","4-4-2"
1729,"2010/2011","V","4-5-1","4-5-1"
1729,"2010/2011","V","4-4-2","4-4-2"
1729,"2010/2011","V","4-5-1","4-4-2"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","L","4-3-3","4-4-2"
1729,"2010/2011","L","4-2-3-1","4-5-1"
1729,"2010/2011","V","4-4-2","4-4-2"
1729,"2010/2011","E","4-5-1","4-4-2"
1729,"2010/2011","L","4-2-3-1","4-5-1"
1729,"2010/2011","L","4-5-1","4-4-2"
1729,"2010/2011","E","4-5-1","4-4-2"
1729,"2010/2011","L","4-4-2","4-1-4-1"
1729,"2010/2011","L","4-2-3-1","4-4-2"
1729,"2010/2011","V","4-4-2","4-2-3-1"
1729,"2010/2011","V","4-4-2","4-3-3"
1729,"2010/2011","V","4-4-2","4-5-1"
1729,"2010/2011","V","4-4-2","4-3-3"
1729,"2010/2011","L","4-5-1","4-5-1"
1729,"2010/2011","E","4-4-2","4-5-1"
1729,"2010/2011","L","4-3-3","4-5-1"
1729,"2010/2011","E","4-5-1","4-3-3"
1729,"2010/2011","V","4-5-1","4-4-2"
1729,"2010/2011","V","4-4-2","4-5-1"
1729,"2010/2011","E","4-5-1","4-2-3-1"
1729,"2010/2011","L","4-3-3","4-4-2"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","L","4-5-1","4-4-2"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","L","4-2-3-1","4-3-3"
1729,"2010/2011","V","4-5-1","4-5-1"
1729,"2010/2011","V","4-5-1","4-4-2"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","V","4-3-3","4-4-2"
1729,"2010/2011","E","4-3-3","4-4-2"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","E","4-2-3-1","4-2-3-1"
1729,"2010/2011","L","4-4-2","4-3-3"
1729,"2010/2011","E","4-4-2","4-3-2-1"
1729,"2010/2011","V","4-3-3","4-5-1"
1729,"2010/2011","V","4-4-2","4-4-2"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","L","4-5-1","4-4-2"
1729,"2010/2011","E","4-3-3","4-4-2"
1729,"2010/2011","E","4-4-2","4-4-2"
1729,"2010/2011","E","4-5-1","4-4-2"
1729,"2010/2011","V","4-3-3","4-2-3-1"
1729,"2010/2011","L","4-3-3","4-4-2"
1729,"2010/2011","L","4-5-1","4-3-3"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","E","4-3-3","4-5-1"
1729,"2010/2011","L","4-3-3","4-5-1"
1729,"2010/2011","L","4-5-1","4-5-1"
1729,"2010/2011","L","4-4-2","4-3-3"
1729,"2010/2011","E","4-4-2","4-5-1"
1729,"2010/2011","E","4-4-2","4-5-1"
1729,"2010/2011","V","4-4-2","4-2-3-1"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","V","4-4-2","4-3-3"
1729,"2010/2011","V","4-3-3","4-5-1"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","L","4-2-3-1","4-5-1"
1729,"2010/2011","V","4-5-1","4-3-3"
1729,"2010/2011","E","4-4-2","4-4-2"
1729,"2010/2011","L","4-4-2","4-1-4-1"
1729,"2010/2011","V","4-4-2","4-4-2"
1729,"2010/2011","L","5-4-1","4-4-2"
1729,"2010/2011","V","4-4-2","4-4-2"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","V","4-4-2","4-4-2"
1729,"2010/2011","E","4-4-2","4-4-2"
1729,"2010/2011","L","4-5-1","4-3-3"
1729,"2010/2011","E","4-4-2","4-2-3-1"
1729,"2010/2011","L","4-3-2-1","4-4-2"
1729,"2010/2011","L","4-2-3-1","4-4-2"
1729,"2010/2011","L","4-4-2","5-4-1"
1729,"2010/2011","L","4-5-1","4-4-2"
1729,"2010/2011","V","4-3-3","4-4-2"
1729,"2010/2011","L","4-5-1","4-2-3-1"
1729,"2010/2011","L","4-2-3-1","4-5-1"
1729,"2010/2011","E","4-4-2","4-5-1"
1729,"2010/2011","V","4-5-1","4-4-2"
1729,"2010/2011","E","4-4-2","4-4-2"
1729,"2010/2011","E","4-4-2","4-3-3"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","E","4-4-2","4-4-2"
1729,"2010/2011","E","4-3-3","4-5-1"
1729,"2010/2011","E","4-4-2","4-1-4-1"
1729,"2010/2011","L","4-4-2","3-5-2"
1729,"2010/2011","L","4-2-3-1","4-5-1"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","E","4-4-2","4-4-2"
1729,"2010/2011","E","4-3-3","4-4-2"
1729,"2010/2011","L","4-5-1","4-5-1"
1729,"2010/2011","E","4-4-2","4-2-3-1"
1729,"2010/2011","V","4-3-3","4-4-2"
1729,"2010/2011","L","4-3-3","4-4-2"
1729,"2010/2011","E","4-2-3-1","4-5-1"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","L","4-3-3","4-5-1"
1729,"2010/2011","V","4-4-2","4-4-2"
1729,"2010/2011","L","4-2-3-1","4-2-3-1"
1729,"2010/2011","E","4-2-3-1","4-4-2"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","V","4-4-2","4-5-1"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","V","4-3-3","4-4-2"
1729,"2010/2011","L","4-4-2","4-1-4-1"
1729,"2010/2011","L","4-5-1","4-4-2"
1729,"2010/2011","L","5-3-2","4-5-1"
1729,"2010/2011","V","4-4-2","4-4-2"
1729,"2010/2011","L","4-5-1","4-5-1"
1729,"2010/2011","E","4-4-2","4-5-1"
1729,"2010/2011","V","4-5-1","4-5-1"
1729,"2010/2011","E","4-4-2","4-5-1"
1729,"2010/2011","E","4-3-3","4-4-2"
1729,"2010/2011","L","4-3-3","4-4-2"
1729,"2010/2011","L","4-5-1","4-4-2"
1729,"2010/2011","V","4-5-1","4-4-2"
1729,"2010/2011","E","4-5-1","4-4-2"
1729,"2010/2011","V","4-5-1","4-5-1"
1729,"2010/2011","L","4-5-1","4-4-2"
1729,"2010/2011","E","4-4-2","4-3-3"
1729,"2010/2011","E","4-5-1","4-2-3-1"
1729,"2010/2011","L","4-5-1","4-4-2"
1729,"2010/2011","L","4-2-3-1","4-5-1"
1729,"2010/2011","L","4-3-3","4-3-3"
1729,"2010/2011","E","4-2-3-1","4-5-1"
1729,"2010/2011","V","4-4-2","4-5-1"
1729,"2010/2011","E","4-5-1","4-4-2"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","L","4-4-2","4-3-3"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","E","4-5-1","4-4-2"
1729,"2010/2011","E","4-2-3-1","4-4-2"
1729,"2010/2011","L","4-3-3","4-4-2"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","L","4-3-1-2","4-5-1"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","V","4-4-2","4-5-1"
1729,"2010/2011","E","4-5-1","4-4-2"
1729,"2010/2011","L","4-4-2","4-3-3"
1729,"2010/2011","V","4-2-3-1","4-2-3-1"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","V","4-2-3-1","4-2-3-1"
1729,"2010/2011","E","4-2-3-1","4-4-2"
1729,"2010/2011","V","4-4-2","4-4-2"
1729,"2010/2011","L","4-5-1","4-5-1"
1729,"2010/2011","E","4-4-2","4-4-2"
1729,"2010/2011","L","4-3-3","4-5-1"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","V","4-5-1","4-3-3"
1729,"2010/2011","L","4-4-2","4-2-3-1"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","L","4-4-2","4-2-3-1"
1729,"2010/2011","E","4-4-2","4-4-2"
1729,"2010/2011","E","4-4-2","4-5-1"
1729,"2010/2011","E","4-2-3-1","4-4-2"
1729,"2010/2011","V","4-4-2","4-2-3-1"
1729,"2010/2011","L","4-4-2","4-2-3-1"
1729,"2010/2011","E","4-3-3","4-4-2"
1729,"2010/2011","L","4-3-3","4-5-1"
1729,"2010/2011","L","4-2-3-1","4-4-2"
1729,"2010/2011","L","4-5-1","4-4-2"
1729,"2010/2011","V","4-4-2","4-4-2"
1729,"2010/2011","L","4-2-3-1","4-4-2"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","E","4-5-1","4-2-3-1"
1729,"2010/2011","E","4-3-3","4-4-2"
1729,"2010/2011","E","4-2-3-1","4-5-1"
1729,"2010/2011","L","4-3-3","4-5-1"
1729,"2010/2011","L","4-5-1","4-3-3"
1729,"2010/2011","E","4-4-2","4-3-3"
1729,"2010/2011","E","4-3-3","4-2-3-1"
1729,"2010/2011","E","4-4-2","4-5-1"
1729,"2010/2011","L","4-5-1","4-2-3-1"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","V","4-4-2","4-4-2"
1729,"2010/2011","V","4-4-2","4-5-1"
1729,"2010/2011","L","4-4-2","4-1-4-1"
1729,"2010/2011","V","4-2-3-1","4-3-3"
1729,"2010/2011","V","4-4-2","4-5-1"
1729,"2010/2011","V","4-5-1","4-4-2"
1729,"2010/2011","L","4-2-3-1","4-5-1"
1729,"2010/2011","E","4-5-1","4-5-1"
1729,"2010/2011","V","4-4-2","4-4-2"
1729,"2010/2011","L","4-3-3","4-4-2"
1729,"2010/2011","L","4-5-1","4-3-3"
1729,"2010/2011","E","4-3-3","4-4-2"
1729,"2010/2011","L","4-3-3","4-3-3"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","V","4-5-1","4-5-1"
1729,"2010/2011","L","4-3-3","4-4-2"
1729,"2010/2011","L","4-5-1","4-4-2"
1729,"2010/2011","E","4-4-2","4-5-1"
1729,"2010/2011","V","4-4-2","4-5-1"
1729,"2010/2011","E","4-4-2","4-2-3-1"
1729,"2010/2011","V","4-4-2","4-2-3-1"
1729,"2010/2011","V","4-4-2","4-2-3-1"
1729,"2010/2011","L","4-2-3-1","4-4-2"
1729,"2010/2011","V","4-5-1","4-3-3"
1729,"2010/2011","E","4-5-1","4-3-3"
1729,"2010/2011","V","4-5-1","4-4-2"
1729,"2010/2011","E","4-5-1","4-5-1"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","E","4-5-1","4-2-3-1"
1729,"2010/2011","E","4-4-2","4-4-2"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","E","5-3-2","4-4-2"
1729,"2010/2011","L","4-4-2","4-2-3-1"
1729,"2010/2011","E","4-4-2","4-2-3-1"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","E","4-5-1","4-4-2"
1729,"2010/2011","V","4-5-1","4-5-1"
1729,"2010/2011","E","4-5-1","4-5-1"
1729,"2010/2011","L","4-5-1","4-5-1"
1729,"2010/2011","E","4-4-2","4-3-3"
1729,"2010/2011","V","5-3-2","4-2-3-1"
1729,"2010/2011","L","4-3-3","4-1-4-1"
1729,"2010/2011","V","4-2-3-1","4-5-1"
1729,"2010/2011","E","4-5-1","4-4-2"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","V","4-5-1","4-4-2"
1729,"2010/2011","L","4-1-4-1","4-3-3"
1729,"2010/2011","V","4-4-2","4-5-1"
1729,"2010/2011","E","4-5-1","4-5-1"
1729,"2010/2011","E","4-5-1","4-5-1"
1729,"2010/2011","E","4-4-2","4-4-2"
1729,"2010/2011","V","4-3-3","4-5-1"
1729,"2010/2011","V","4-2-3-1","4-3-3"
1729,"2010/2011","E","4-1-4-1","4-3-3"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","E","4-4-2","4-4-2"
1729,"2010/2011","L","4-2-3-1","4-2-3-1"
1729,"2010/2011","V","4-5-1","4-5-1"
1729,"2010/2011","E","4-5-1","4-4-2"
1729,"2010/2011","L","4-4-2","4-5-1"
1729,"2010/2011","L","4-3-3","4-4-2"
1729,"2010/2011","L","4-3-3","4-2-3-1"
1729,"2010/2011","E","4-4-2","4-5-1"
1729,"2010/2011","L","4-3-3","4-5-1"
1729,"2010/2011","E","4-5-1","4-3-3"
1729,"2010/2011","L","4-5-1","4-5-1"
1729,"2010/2011","E","4-3-1-2","4-5-1"
1729,"2010/2011","E","4-4-2","4-4-2"
1729,"2010/2011","E","4-5-1","4-2-3-1"
1729,"2010/2011","V","4-4-2","4-5-1"
1729,"2010/2011","L","4-4-2","4-4-2"
1729,"2010/2011","V","4-2-3-1","4-4-2"
1729,"2010/2011","L","4-2-3-1","4-5-1"
1729,"2010/2011","L","4-2-3-1","4-5-1"
1729,"2010/2011","E","4-5-1","4-5-1"
1729,"2010/2011","V","4-3-3","4-4-2"
1729,"2010/2011","V","4-2-3-1","4-2-3-1"
1729,"2010/2011","L","4-5-1","4-3-3"
1729,"2010/2011","L","4-5-1","4-5-1"
1729,"2010/2011","V","4-5-1","4-4-2"
1729,"2010/2011","E","4-4-2","4-4-2"
1729,"2010/2011","L","4-3-3","4-5-1"
1729,"2011/2012","V","4-3-3","4-4-2"
1729,"2011/2012","E","4-4-2","4-4-2"
1729,"2011/2012","E","4-5-1","4-5-1"
1729,"2011/2012","L","4-3-3","4-2-3-1"
1729,"2011/2012","E","4-4-2","4-2-3-1"
1729,"2011/2012","V","4-2-3-1","4-1-3-2"
1729,"2011/2012","E","4-4-2","4-3-3"
